,wind_deg,wind_speed,humidity,pressure,temp_max,temp_min,feels_like,dew_point,temp,weather_description
4469,0,0.0,40,1033,3.95,1.64,3.3,-8.01,3.3,1
4470,0,0.0,71,1024,7.85,6.08,7.03,2.14,7.03,1
4471,0,0.0,85,1020,11.7,8.86,9.98,8.23,10.64,1
4472,242,0.89,70,1015,15.79,13.3,14.34,9.54,14.96,1
4473,0,0.0,87,1004,7.8,5.15,6.62,4.61,6.62,2
4474,0,0.0,31,1026,5.0,2.21,3.93,-10.39,3.93,1
4475,0,0.0,54,1025,7.29,5.17,6.81,-1.63,6.81,1
4476,0,0.0,35,1014,12.2,9.97,9.4,-3.18,11.3,1
4477,0,0.0,21,1027,7.97,5.61,7.18,-12.22,7.18,1
4478,0,0.0,45,1029,6.15,4.41,5.43,-4.92,5.43,2
4479,0,0.0,53,1022,14.4,11.82,12.26,4.09,13.47,1
4480,270,1.79,57,1019,15.01,12.19,12.91,5.6,13.97,1
4481,336,3.58,91,1010,4.4,2.86,0.49,2.34,3.67,1
4482,148,1.79,92,1005,4.4,2.75,2.03,2.47,3.65,2
4483,0,0.0,54,1016,4.75,3.3,4.06,-3.9,4.06,1
4484,0,0.0,40,1025,10.12,6.92,9.18,-3.28,9.18,1
4485,0,0.0,81,1023,11.34,9.59,10.05,7.67,10.8,1
4486,0,0.0,68,1015,20.6,16.64,18.91,13.12,19.16,1
4487,0,0.0,77,1008,13.41,8.86,10.35,7.29,11.17,2
4488,0,0.0,58,995,11.1,8.86,9.96,2.09,9.96,1
4489,0,0.0,29,1013,13.97,11.68,11.12,-4.07,13.01,1
4490,0,0.0,42,1023,12.84,9.41,10.19,-0.56,11.85,1
4491,0,0.0,83,1017,10.97,8.96,9.76,7.73,10.49,1
4492,0,0.0,79,1010,22.21,17.75,20.04,16.18,19.93,1
4493,0,0.0,91,1015,18.76,16.64,18.18,16.46,17.95,2
4494,0,0.0,75,1020,17.83,14.97,16.61,12.45,16.91,1
4495,0,0.0,94,1016,12.97,10.53,11.46,10.84,11.77,2
4496,0,0.0,87,1013,9.04,6.64,8.01,5.98,8.01,1
4497,0,0.0,65,1009,14.49,7.75,10.0,4.81,11.13,1
4498,0,0.0,71,1015,12.84,9.14,10.19,6.1,11.16,1
4499,0,0.0,95,1004,7.53,6.28,6.88,6.14,6.88,2
4500,0,0.0,52,1004,8.97,6.72,7.83,-1.24,7.83,2
4501,0,0.0,80,1019,10.0,7.23,8.9,5.64,8.9,2
4502,0,0.0,41,1026,14.5,10.25,11.47,0.1,13.04,1
4503,0,0.0,67,1028,10.97,8.48,8.85,4.2,10.04,1
4504,0,0.0,49,1027,12.27,9.61,10.1,1.26,11.6,1
4505,0,0.0,90,1024,7.29,6.08,6.76,5.24,6.76,1
4506,0,0.0,90,1016,13.97,10.73,12.45,11.17,12.77,1
4507,0,0.0,85,1012,12.37,8.3,9.74,8.01,10.42,1
4508,0,0.0,88,1012,10.63,8.3,9.41,7.53,9.41,2
4509,0,0.0,63,1021,12.21,9.41,9.49,3.97,10.72,1
4510,0,0.0,85,1019,16.97,14.06,15.61,13.25,15.76,2
4511,0,0.0,58,1025,15.57,10.53,12.4,5.39,13.48,1
4512,0,0.0,58,1028,12.53,9.06,9.68,3.07,11.01,1
4513,0,0.0,83,1014,17.97,15.61,17.19,14.33,17.24,1
4514,0,0.0,34,1016,18.3,14.45,15.71,1.09,17.06,1
4515,0,0.0,88,1016,6.74,3.94,5.44,3.61,5.44,2
4516,0,0.0,90,1013,7.07,5.61,6.45,4.93,6.45,2
4517,0,0.0,89,1011,7.22,5.73,6.74,5.06,6.74,1
4518,331,0.45,53,1010,15.0,11.26,12.56,4.35,13.75,1
4519,152,0.45,67,1011,16.19,12.19,13.87,8.55,14.6,2
4520,281,1.34,90,1006,18.33,14.69,16.63,14.92,16.57,2
4521,155,1.79,58,1017,16.68,13.3,14.07,6.81,15.0,1
4522,0,0.0,76,1014,19.5,16.64,18.31,14.13,18.43,1
4523,0,0.0,84,1004,23.34,19.41,22.4,19.13,21.96,2
4524,0,0.0,38,1014,17.27,15.17,15.31,2.24,16.6,1
4525,0,0.0,48,1025,16.17,13.86,13.79,4.07,14.98,1
4526,0,0.0,80,1012,16.7,14.97,15.56,12.39,15.83,1
4527,0,0.0,66,1018,16.26,13.38,14.36,8.77,15.07,1
4528,0,0.0,48,1018,20.62,18.3,18.93,8.36,19.66,1
4529,0,0.0,41,1008,28.97,24.59,27.06,12.81,27.19,1
4530,0,0.0,72,1014,19.2,14.97,15.79,11.18,16.23,1
4531,0,0.0,91,1010,12.42,10.05,11.03,10.03,11.45,2
4532,0,0.0,86,1009,11.17,9.61,9.87,8.28,10.52,2
4533,0,0.0,81,1007,17.82,16.08,16.8,13.66,16.94,1
4534,0,0.0,68,1009,18.97,14.97,17.41,11.82,17.8,1
4535,0,0.0,91,1013,15.87,11.64,13.02,11.82,13.26,2
4536,0,0.0,87,1006,17.37,13.3,15.15,13.14,15.29,2
4537,0,0.0,43,1014,17.27,15.15,15.22,3.8,16.4,1
4538,0,0.0,40,1016,19.57,16.72,17.58,4.77,18.62,1
4539,0,0.0,61,1008,24.5,21.72,23.26,15.34,23.28,1
4540,0,0.0,79,1010,20.2,16.36,18.29,14.64,18.34,1
4541,0,0.0,60,1013,23.87,20.53,22.27,14.27,22.41,1
4542,0,0.0,52,1023,23.45,17.19,20.59,10.84,21.07,1
4543,0,0.0,37,1026,23.03,20.15,21.07,6.53,21.86,1
4544,0,0.0,70,1018,23.64,18.86,21.69,15.94,21.64,1
4545,0,0.0,49,1014,23.3,19.45,21.45,10.73,21.92,1
4546,0,0.0,50,1021,21.72,18.94,20.27,10.04,20.83,1
4547,0,0.0,95,1008,12.97,11.16,11.62,11.12,11.89,2
4548,0,0.0,56,1013,18.97,16.84,17.61,9.35,18.27,1
4549,298,3.13,51,1014,24.69,22.19,23.04,12.62,23.32,1
4550,113,0.89,93,1010,19.5,16.92,18.72,17.25,18.4,2
4551,0,0.0,59,1015,24.48,20.25,22.81,14.49,22.92,1
4552,149,0.89,92,1014,20.62,17.8,19.05,17.39,18.72,2
4553,0,0.0,82,1010,22.28,18.86,21.74,18.2,21.4,1
4554,0,0.0,94,999,22.2,20.61,22.23,20.55,21.56,2
4555,0,0.0,80,1005,21.7,17.83,20.23,16.52,20.08,2
4556,108,1.79,61,1012,21.19,17.19,18.68,11.43,19.12,2
4557,0,0.0,42,1008,28.31,24.45,26.96,13.0,26.99,1
4558,0,0.0,66,1010,24.09,17.19,19.81,13.49,20.03,1
4559,0,0.0,89,1013,21.97,19.97,21.6,19.23,21.11,2
4560,0,0.0,83,1018,21.82,16.64,18.9,15.85,18.8,1
4561,0,0.0,84,1020,24.2,16.64,19.58,16.62,19.39,1
4562,0,0.0,62,1018,28.87,24.79,26.64,18.76,26.64,1
4563,0,0.0,81,1010,25.57,23.3,25.18,21.07,24.55,1
4564,0,0.0,87,1008,19.44,17.27,18.93,16.52,18.73,2
4565,0,0.0,52,1009,28.3,22.93,27.35,16.13,26.8,1
4566,0,0.0,58,1006,28.3,24.04,27.93,18.03,26.99,1
4567,0,0.0,53,1011,29.01,25.57,28.3,17.2,27.64,1
4568,0,0.0,50,1019,28.95,25.53,27.87,16.12,27.46,1
4569,0,0.0,55,1018,29.42,26.16,28.78,18.02,27.89,1
4570,0,0.0,94,1010,23.58,22.22,23.47,21.67,22.69,2
4571,0,0.0,64,1014,23.97,18.86,21.08,14.15,21.23,1
4572,71,2.24,51,1015,25.12,21.08,23.44,12.95,23.68,1
4573,0,0.0,43,1015,29.98,26.18,28.2,14.57,28.34,1
4574,0,0.0,59,1016,27.98,23.37,25.62,16.89,25.48,1
4575,0,0.0,69,1012,25.37,23.48,25.12,18.71,24.78,1
4576,0,0.0,86,1007,25.06,22.19,24.16,21.03,23.51,1
4577,0,0.0,56,1012,29.4,25.71,29.36,18.64,28.25,1
4578,0,0.0,54,1012,30.0,25.57,29.34,18.2,28.4,1
4579,0,0.0,50,1017,27.97,23.34,26.36,15.11,26.36,1
4580,0,0.0,59,1014,29.12,26.64,29.16,19.12,27.87,1
4581,344,1.34,91,1012,24.4,22.75,24.33,21.98,23.54,2
4582,0,0.0,74,1015,21.17,18.86,19.77,15.04,19.8,1
4583,0,0.0,67,1009,32.2,28.3,36.07,23.9,30.74,1
4584,0,0.0,66,1008,33.97,31.26,39.89,25.69,32.89,1
4585,0,0.0,50,1007,33.3,29.04,34.05,20.12,31.83,1
4586,0,0.0,82,1011,22.22,19.59,21.71,18.18,21.38,2
4587,0,0.0,75,1013,20.62,18.3,19.67,15.14,19.69,1
4588,0,0.0,63,1014,23.45,20.53,21.92,14.66,22.02,1
4589,0,0.0,72,1020,24.56,21.08,23.16,17.62,22.93,1
4590,0,0.0,65,1025,26.66,23.86,25.81,18.45,25.51,1
4591,0,0.0,60,1023,25.79,23.1,24.84,16.46,24.74,1
4592,0,0.0,61,1014,30.81,26.12,31.12,20.68,28.96,1
4593,0,0.0,66,1013,30.25,26.99,32.29,22.14,29.14,1
4594,0,0.0,63,1015,30.79,28.1,33.06,22.01,29.81,1
4595,295,0.89,89,1017,23.3,20.59,22.85,20.35,22.25,1
4596,0,0.0,44,1017,28.97,22.79,26.91,13.53,26.79,1
4597,0,0.0,50,1019,25.68,22.93,24.4,13.48,24.58,1
4598,0,0.0,62,1014,27.97,23.34,26.56,18.69,26.56,1
4599,0,0.0,73,1012,25.0,20.53,23.33,17.96,23.06,1
4600,0,0.0,64,1014,24.99,19.97,22.83,15.66,22.82,1
4601,0,0.0,75,1011,25.54,22.19,24.26,19.16,23.86,1
4602,0,0.0,79,1009,26.72,24.41,26.44,21.83,25.75,2
4603,0,0.0,67,1003,28.58,23.86,28.6,20.34,26.99,1
4604,0,0.0,54,1005,27.2,21.68,25.27,15.31,25.28,1
4605,0,0.0,55,1010,23.3,18.48,21.7,12.56,22.01,1
4606,0,0.0,54,1014,25.0,21.12,23.59,13.9,23.75,1
4607,0,0.0,55,1011,27.97,23.48,26.45,16.68,26.45,1
4608,0,0.0,78,1008,24.45,22.97,23.57,19.11,23.16,1
4609,0,0.0,84,1014,22.28,17.19,19.68,16.71,19.48,1
4610,0,0.0,86,1018,20.62,17.75,19.42,16.8,19.2,1
4611,0,0.0,86,1018,22.28,18.86,20.69,17.93,20.35,1
4612,0,0.0,84,1016,21.45,19.87,20.72,17.64,20.43,1
4613,0,0.0,84,1016,26.73,21.64,24.11,20.65,23.51,1
4614,0,0.0,74,1015,26.92,23.9,26.09,20.57,25.55,1
4615,0,0.0,70,1018,25.76,21.08,24.0,17.95,23.74,1
4616,0,0.0,88,1010,25.97,22.75,25.5,22.56,24.68,2
4617,0,0.0,57,1011,30.0,25.01,29.59,19.0,28.33,1
4618,0,0.0,56,1016,23.77,20.57,22.55,13.54,22.76,1
4619,0,0.0,75,1025,20.55,16.82,18.9,14.46,18.99,1
4620,0,0.0,75,1027,17.21,14.45,16.16,12.06,16.5,1
4621,0,0.0,74,1022,18.88,15.15,17.56,13.1,17.79,1
4622,0,0.0,67,1016,21.97,17.93,20.82,14.57,20.92,1
4623,0,0.0,92,1011,21.66,18.86,20.49,18.69,20.03,2
4624,0,0.0,59,1010,27.2,19.59,24.71,16.11,24.65,1
4625,0,0.0,64,1016,27.2,21.68,25.95,18.34,25.66,1
4626,0,0.0,51,1023,23.97,18.9,21.9,11.67,22.28,1
4627,0,0.0,77,1026,18.97,16.26,18.28,14.28,18.38,1
4628,0,0.0,93,1014,20.6,18.36,19.77,18.19,19.35,2
4629,0,0.0,74,1017,21.31,18.86,20.34,15.54,20.32,1
4630,0,0.0,87,1011,24.5,19.45,22.98,20.14,22.41,2
4631,0,0.0,68,1019,17.57,14.59,16.36,10.91,16.84,1
4632,0,0.0,74,1012,18.97,16.82,17.83,13.34,18.04,2
4633,0,0.0,61,1009,20.77,17.54,19.58,12.2,19.94,1
4634,0,0.0,59,1020,22.2,15.71,19.66,11.81,20.06,1
4635,0,0.0,73,1026,19.09,16.68,18.31,13.57,18.5,1
4636,0,0.0,69,1026,21.7,19.41,20.76,14.93,20.82,1
4637,0,0.0,73,1015,27.97,22.79,26.33,21.1,26.33,1
4638,0,0.0,83,1026,15.97,11.82,14.54,11.97,14.83,1
4639,0,0.0,62,1031,15.97,11.72,13.81,7.48,14.67,1
4640,0,0.0,86,1021,20.27,18.65,20.07,17.38,19.79,2
4641,0,0.0,62,1016,23.97,19.45,21.89,14.4,22.01,1
4642,0,0.0,58,1016,20.0,15.57,17.82,10.01,18.41,1
4643,0,0.0,73,1021,17.2,14.59,16.08,11.62,16.47,1
4644,0,0.0,68,1026,13.77,9.45,11.23,6.46,12.18,1
4645,0,0.0,71,1024,16.1,10.61,13.76,9.22,14.41,1
4646,0,0.0,69,1019,23.57,16.68,20.3,14.53,20.4,1
4647,0,0.0,72,1020,23.39,18.85,21.94,16.55,21.82,1
4648,0,0.0,67,1015,25.23,22.75,24.62,17.86,24.38,1
4649,0,0.0,71,1005,26.92,23.3,25.95,19.85,25.49,1
4650,0,0.0,74,1007,20.6,16.68,18.68,14.08,18.81,1
4651,150,4.1,74,1010,18.53,15.05,17.13,12.72,17.4,1
4652,5,1.34,90,1009,16.1,14.41,15.25,13.68,15.31,2
4653,0,0.0,66,1019,19.57,15.55,18.29,12.18,18.65,1
4654,0,0.0,69,1017,22.47,19.97,21.55,15.62,21.54,1
4655,0,0.0,56,1025,17.83,14.97,16.35,8.28,17.12,1
4656,0,0.0,75,1024,13.97,12.19,12.79,9.09,13.43,1
4657,0,0.0,86,1011,20.97,18.38,20.25,17.54,19.95,1
4658,0,0.0,92,1013,15.6,13.86,14.63,13.41,14.7,2
4659,0,0.0,73,1019,12.2,9.49,10.31,6.57,11.23,1
4660,0,0.0,58,1023,11.37,9.04,9.13,2.6,10.51,1
4661,0,0.0,70,1028,11.37,6.72,9.05,4.93,10.15,1
4662,0,0.0,83,1023,18.97,17.19,18.25,15.28,18.21,1
4663,0,0.0,72,1018,23.3,19.45,22.45,17.0,22.29,2
4664,0,0.0,80,1024,15.07,12.79,13.87,10.9,14.3,1
4665,0,0.0,83,1026,12.8,10.61,11.24,9.04,11.83,1
4666,0,0.0,62,1023,15.0,11.26,12.89,6.68,13.83,1
4667,0,0.0,93,1019,12.23,10.59,10.81,10.12,11.21,2
4668,0,0.0,88,1014,14.4,10.01,12.69,11.09,13.03,1
4669,0,0.0,87,1016,15.97,12.25,14.12,12.23,14.36,1
4670,0,0.0,92,1013,15.07,12.81,14.08,12.92,14.2,1
4671,0,0.0,72,1018,13.03,6.16,9.93,6.06,10.9,1
4672,0,0.0,85,1005,15.0,12.93,13.58,11.43,13.91,2
4673,0,0.0,71,989,11.67,9.45,9.6,5.6,10.63,1
4674,0,0.0,64,1010,11.97,8.48,9.44,4.13,10.65,1
4675,220,2.6,71,1016,12.97,5.15,8.48,4.77,9.77,1
4676,0,0.0,85,1017,13.97,10.71,12.5,10.47,12.93,1
4677,0,0.0,85,1020,12.97,8.9,11.23,9.34,11.78,1
4678,0,0.0,94,1015,12.97,11.72,12.14,11.45,12.39,2
4679,0,0.0,57,1015,16.97,8.34,12.81,5.51,13.88,1
4680,0,0.0,51,1023,15.97,13.38,13.83,4.91,14.95,1
4681,0,0.0,84,1021,13.39,11.26,12.24,10.09,12.72,1
4682,0,0.0,76,1025,11.47,6.12,9.89,5.86,9.89,1
4683,0,0.0,94,1007,13.3,11.16,11.77,11.11,12.05,2
4684,0,0.0,93,1026,11.7,9.49,10.2,9.57,10.65,2
4685,0,0.0,92,1026,12.97,11.72,12.16,11.2,12.46,2
4686,0,0.0,94,1022,15.6,14.41,14.99,14.02,14.98,2
4687,0,0.0,88,1006,21.7,19.45,20.91,18.45,20.51,2
4688,314,4.92,51,1020,8.97,6.68,4.96,-1.44,7.87,1
4689,0,0.0,77,1017,8.97,1.68,6.49,2.76,6.49,1
4690,0,0.0,54,1019,10.6,4.45,7.89,-0.74,7.89,1
4691,0,0.0,60,1026,9.69,7.83,9.05,1.71,9.05,1
4692,0,0.0,93,1017,13.3,10.71,11.95,11.14,12.24,2
4693,0,0.0,51,1027,10.0,1.68,7.17,-2.01,7.17,1
4694,0,0.0,80,1015,10.0,8.55,9.61,6.33,9.61,2
4695,346,2.24,55,1021,-0.5,-1.9,-3.8,-7.92,-0.9,1
4696,266,0.89,46,1023,2.47,-1.35,1.4,-7.96,1.4,1
4697,294,2.24,61,1015,8.97,4.51,5.86,0.3,7.32,1
4698,28,3.13,83,1016,10.0,7.93,7.56,6.54,9.27,1
4699,0,0.0,61,1012,0.07,-1.66,-0.86,-6.69,-0.86,1
4700,0,0.0,34,1029,-2.03,-3.55,-2.33,-14.62,-2.33,1
4701,0,0.0,80,1025,4.14,0.05,2.83,-0.24,2.83,1
4702,0,0.0,49,1018,9.4,3.34,7.37,-2.33,7.37,1
4703,0,0.0,30,1032,-0.53,-2.7,-1.24,-14.99,-1.24,1
4704,0,0.0,80,1023,6.1,0.01,3.42,0.3,3.42,2
4705,0,0.0,92,1004,4.48,2.83,3.73,2.55,3.73,2
4706,0,0.0,92,1010,6.7,4.49,5.68,4.48,5.68,1
4707,0,0.0,92,1014,4.4,2.37,3.44,2.27,3.44,2
4708,200,2.1,82,1018,6.1,0.57,1.96,1.09,3.88,1
4709,0,0.0,64,1003,6.47,4.76,5.66,-0.54,5.66,1
4710,0,0.0,57,1011,6.17,1.68,4.69,-2.74,4.69,1
4711,0,0.0,93,987,4.49,3.34,3.86,2.83,3.86,2
4712,0,0.0,73,1011,9.4,3.96,7.68,3.15,7.68,1
4713,0,0.0,65,1015,12.67,9.49,10.75,5.46,11.82,1
4714,0,0.0,93,1001,10.61,8.94,9.71,8.63,9.71,2
4715,0,0.0,74,1013,3.38,1.72,2.67,-1.32,2.67,1
4716,0,0.0,63,1016,1.67,0.05,1.02,-4.63,1.02,1
4717,0,0.0,36,1013,0.05,-2.17,-1.01,-12.79,-1.01,1
4718,147,2.24,92,1011,1.97,-1.52,-2.33,-0.7,0.35,2
4719,63,4.02,93,1000,0.0,-2.19,-5.85,-2.13,-1.26,4
4720,330,2.68,79,995,0.53,-2.21,-4.2,-3.65,-0.84,1
4721,0,0.0,85,997,3.17,0.61,2.27,0.01,2.27,2
4722,0,0.0,57,1008,3.07,0.61,2.19,-4.82,2.19,2
4723,0,0.0,90,1012,2.22,-0.51,0.96,-0.43,0.96,1
4724,0,0.0,58,1029,-0.6,-4.99,-2.0,-8.36,-2.0,1
4725,0,0.0,74,1029,1.47,-0.79,0.66,-3.04,0.66,1
4726,0,0.0,92,1009,13.37,11.08,12.44,11.44,12.71,2
4727,0,0.0,91,1010,12.97,10.53,12.01,10.91,12.34,2
4728,0,0.0,83,1024,0.27,-4.29,-1.33,-3.55,-1.33,1
4729,0,0.0,68,1039,-0.6,-5.41,-1.9,-6.44,-1.9,1
4730,0,0.0,91,1025,7.47,3.38,6.4,5.04,6.4,2
4731,0,0.0,94,986,15.61,13.86,15.01,14.04,15.0,2
4732,0,0.0,48,1010,3.97,2.37,3.27,-5.93,3.27,1
4733,321,2.68,59,1022,0.04,-2.72,-4.47,-7.27,-1.06,1
4734,0,0.0,93,1004,3.3,-1.03,1.85,0.84,1.85,2
4735,0,0.0,70,1007,0.27,-2.07,-0.81,-5.05,-0.81,1
4736,312,6.71,45,1023,-6.03,-8.32,-14.18,-16.06,-7.18,1
4737,0,0.0,57,1034,-1.7,-4.85,-2.46,-9.0,-2.46,1
4738,0,0.0,80,1032,1.1,-2.63,-0.01,-2.69,-0.01,1
4739,0,0.0,70,1018,4.97,0.15,3.36,-1.4,3.36,2
4740,0,0.0,59,1009,11.1,7.53,8.81,2.54,10.19,1
4741,0,0.0,54,1021,5.0,-2.07,3.01,-4.77,3.01,1
4742,0,0.0,82,1022,2.97,-1.61,1.17,-1.37,1.17,1
4743,0,0.0,78,1030,1.27,-1.61,0.45,-2.59,0.45,1
4744,0,0.0,79,1016,10.37,8.3,9.7,6.24,9.7,1
4745,0,0.0,63,1021,7.2,1.82,5.79,-0.62,5.79,1
4746,0,0.0,70,1020,4.5,2.83,3.86,-0.97,3.86,1
4747,0,0.0,94,1014,3.07,1.26,2.28,1.42,2.28,2
4748,0,0.0,94,1000,3.27,1.43,2.35,1.49,2.35,1
4749,0,0.0,68,1005,2.77,1.16,2.07,-2.84,2.07,1
4750,0,0.0,60,1009,6.87,3.96,5.97,-1.06,5.97,1
4751,0,0.0,69,1007,10.0,6.16,8.88,3.51,8.88,1
4752,0,0.0,94,999,6.97,5.03,6.03,5.14,6.03,2
4753,0,0.0,64,1009,1.07,-0.96,0.2,-5.14,0.2,1
4754,0,0.0,83,1013,1.97,-0.48,1.07,-1.31,1.07,1
4755,110,4.1,59,1014,3.33,1.18,-1.25,-4.14,2.52,1
4756,0,0.0,50,1014,2.07,0.32,1.3,-7.08,1.3,1
4757,0,0.0,49,1040,-1.67,-5.96,-2.94,-11.15,-2.94,1
4758,0,0.0,79,1029,10.17,8.86,9.73,6.27,9.73,1
4759,0,0.0,75,1016,17.2,14.97,15.88,11.81,16.24,1
4760,0,0.0,51,1023,10.6,7.93,9.38,-0.21,9.38,1
4761,0,0.0,90,1028,3.39,0.64,2.02,0.55,2.02,2
4762,0,0.0,82,1022,5.0,3.3,4.37,1.57,4.37,1
4763,0,0.0,70,1019,7.17,2.27,5.06,0.05,5.06,1
4764,0,0.0,56,1012,1.77,0.61,1.23,-5.83,1.23,1
4765,0,0.0,37,1035,-6.93,-8.84,-7.76,-18.68,-7.76,1
4766,0,0.0,79,1019,-5.0,-7.63,-5.99,-8.7,-5.99,4
4767,0,0.0,55,1007,2.47,0.71,1.76,-5.6,1.76,2
4768,0,0.0,43,1024,-3.33,-6.52,-4.6,-14.15,-4.6,1
4769,20,1.5,54,1029,-4.03,-8.46,-8.53,-12.91,-5.94,1
4770,190,2.1,64,1029,1.1,-4.29,-3.69,-6.23,-0.95,1
4771,0,0.0,44,1027,6.97,-0.41,5.0,-5.53,5.0,1
4772,20,3.1,86,1029,3.97,1.68,0.13,0.98,3.09,1
4773,0,0.0,93,1011,7.97,5.01,6.49,5.44,6.49,2
4774,294,1.79,69,1004,4.97,2.23,2.37,-1.08,3.94,1
4775,0,0.0,64,1002,5.87,4.21,5.19,-0.93,5.19,1
4776,0,0.0,58,1009,2.97,1.64,2.35,-4.48,2.35,1
4777,0,0.0,41,1018,1.17,-1.06,0.3,-10.16,0.3,1
4778,0,0.0,60,1027,0.64,-3.46,-1.13,-7.14,-1.13,1
4779,190,2.6,61,1023,4.4,0.15,0.16,-3.55,2.76,1
4780,0,0.0,87,1006,3.97,1.82,3.24,1.29,3.24,1
4781,0,0.0,62,998,4.47,1.74,3.42,-2.8,3.42,1
4782,0,0.0,65,1011,7.97,1.73,5.87,-0.17,5.87,1
4783,0,0.0,78,1007,6.71,2.28,5.07,1.56,5.07,1
4784,0,0.0,49,1019,2.97,0.05,1.97,-6.76,1.97,1
4785,0,0.0,93,1000,4.4,2.22,3.26,2.24,3.26,2
4786,0,0.0,72,986,3.34,0.71,2.27,-1.99,2.27,2
4787,0,0.0,55,1025,-1.03,-3.32,-2.02,-8.99,-2.02,1
4788,0,0.0,68,1032,1.97,-0.41,1.25,-3.54,1.25,1
4789,0,0.0,84,1018,7.97,4.97,6.78,4.27,6.78,1
4790,0,0.0,95,1007,4.45,2.23,3.31,2.59,3.31,1
4791,0,0.0,51,1020,5.97,2.93,4.96,-3.83,4.96,1
4792,0,0.0,94,1004,3.37,1.32,2.36,1.49,2.36,2
4793,0,0.0,39,1031,-6.7,-9.23,-7.65,-18.02,-7.65,1
4794,0,0.0,56,1029,-3.03,-5.24,-3.99,-10.65,-3.99,1
4795,0,0.0,65,1017,4.87,0.61,3.11,-2.5,3.11,1
4796,0,0.0,42,1027,5.0,-0.55,3.24,-7.5,3.24,1
4797,0,0.0,92,1016,4.97,1.82,3.7,2.52,3.7,2
4798,0,0.0,35,1023,3.97,-0.55,2.55,-10.13,2.55,1
4799,0,0.0,45,1028,-0.73,-3.32,-1.69,-10.94,-1.69,1
4800,0,0.0,32,1027,-0.52,-4.29,-1.65,-14.66,-1.65,1
4801,0,0.0,46,1019,5.27,1.82,3.92,-5.89,3.92,1
4802,0,0.0,47,1017,9.27,2.23,7.0,-3.13,7.0,1
4803,0,0.0,52,1014,11.67,8.86,9.1,1.18,10.62,1
4804,0,0.0,83,1012,8.95,6.08,7.89,5.19,7.89,1
4805,0,0.0,91,1013,6.97,4.41,5.76,4.41,5.76,3
4806,0,0.0,48,999,3.3,1.23,2.31,-6.72,2.31,1
4807,0,0.0,39,1008,2.47,0.15,1.39,-9.84,1.39,1
4808,0,0.0,41,1011,-1.43,-3.18,-2.32,-12.56,-2.32,1
4809,0,0.0,44,1019,0.07,-3.18,-0.87,-10.42,-0.87,1
4810,0,0.0,67,1009,9.99,7.75,8.95,3.16,8.95,1
4811,0,0.0,75,999,12.05,9.41,10.14,6.76,11.02,2
4812,0,0.0,42,1006,8.47,6.26,7.57,-4.0,7.57,1
4813,0,0.0,40,1018,9.67,3.48,8.01,-4.22,8.01,1
4814,0,0.0,73,1012,4.75,3.3,4.12,-0.25,4.12,2
4815,0,0.0,25,1023,4.57,2.37,4.03,-12.71,4.03,1
4816,0,0.0,35,1024,11.47,5.71,9.73,-4.42,9.73,1
4817,0,0.0,27,1020,18.87,14.49,15.53,-1.82,17.06,1
4818,0,0.0,59,1009,17.45,15.53,15.67,8.4,16.43,1
4819,0,0.0,66,1019,7.3,4.65,6.27,0.39,6.27,1
4820,0,0.0,82,1023,6.17,4.65,5.41,2.59,5.41,1
4821,341,4.02,46,1010,11.36,9.65,9.25,-0.22,10.9,1
4822,0,0.0,43,1024,9.07,7.27,8.31,-3.12,8.31,1
4823,0,0.0,51,1031,5.06,1.64,3.2,-5.28,3.2,1
4824,0,0.0,65,1034,0.53,-1.1,-0.21,-5.33,-0.21,1
4825,0,0.0,88,1018,7.84,4.65,6.12,4.28,6.12,1
4826,0,0.0,52,1030,8.95,6.08,7.6,-1.43,7.6,1
4827,0,0.0,94,1023,6.15,4.45,5.2,4.31,5.2,2
4828,0,0.0,76,1005,19.69,17.97,18.86,14.61,18.93,1
4829,0,0.0,48,1028,5.62,2.43,4.14,-5.22,4.14,1
4830,0,0.0,53,1040,0.06,-1.7,-0.59,-8.05,-0.59,1
4831,0,0.0,93,1019,4.87,1.82,4.12,3.09,4.12,2
4832,0,0.0,63,1020,7.28,5.01,6.37,-0.13,6.37,1
4833,0,0.0,75,1018,5.05,3.34,4.42,0.38,4.42,2
4834,0,0.0,49,1010,6.87,4.97,6.2,-3.29,6.2,1
4835,0,0.0,27,1013,13.17,10.01,10.28,-5.46,12.29,1
4836,0,0.0,69,1021,9.69,7.75,8.87,3.5,8.87,2
4837,0,0.0,94,1015,4.75,3.38,4.18,3.3,4.18,2
4838,0,0.0,92,1016,4.48,2.97,3.72,2.54,3.72,2
4839,0,0.0,77,1016,2.37,1.08,1.99,-1.42,1.99,2
4840,0,0.0,70,1006,7.28,4.4,5.79,0.75,5.79,1
4841,0,0.0,90,999,5.05,3.92,4.43,2.94,4.43,2
4842,0,0.0,92,1009,7.84,6.08,6.89,5.68,6.89,2
4843,0,0.0,84,1016,5.71,3.86,4.67,2.2,4.67,1
4844,0,0.0,68,1014,11.9,8.86,9.49,4.95,10.6,2
4845,0,0.0,23,1011,13.95,10.99,10.96,-6.78,13.0,1
4846,0,0.0,45,1005,15.12,8.9,9.81,-0.06,11.44,1
4847,0,0.0,73,1002,8.95,5.6,7.39,2.87,7.39,2
4848,302,8.49,84,984,6.97,5.87,1.95,3.98,6.48,2
4849,0,0.0,69,995,6.17,4.49,5.59,0.36,5.59,1
